number	sentence	perceptual?	pay attention to?	bearing in mind?	perceptual?IH	pay attention to?IH	bearing in mind?IH	NotesIH	perceptual?MC	pay attention to?MC	bearing in mind?MC	NotesMC	Consensus	Perc	
295	 Franco was well aware of this, in spite of the imposition of autarchic principles for ideological reasons.	N			N				P		B		1	N	
298	 But when Dr Dee (a scientist too aware of his Welsh descent to want to use the word English) wrote about the British Empire in the 1570s he was discussing the prospect of possessions beyond the seas, which were likely to be linked to England by the bond of allegiance to the sovereign more than by anything else.	N		B	N				P		B		1	N	
300	 I have abdicated in the past without being aware of it; she is self-appointed protector.	N			N				P	A		Negation 	1	N	
301	 The trick is to be fully aware of the range of conditions one is likely to encounter and then to select the clothes which offer the greatest versatility and which will cope with the harshest of these conditions.	N		B	N		B		P	A	B		1	N	
302	The Dutch have fought hard for their environment and more than any other nation they are aware of how unremitting the battle is.	N		B	N				P		B		1	N	
303	 If a friend was visiting the Policyholder and tripped over a loose carpet there could be liability subject to the Policyholder being negligent, ie if the Policyholder had been aware of the loose carpet for some time and had done nothing to prevent an accident happening.	N			N				P				1	N	
304	 A little later, reverting to the judgment of Dixon J. in Yerkey v. Jones , 63 C.L.R. 649, Lloyd L.J. described two distinct states of affair, namely, (a) where the wife is alive to what she is signing and is procured to sign by the undue influence of her husband; and (b) where the wife is not aware of what she is signing and the only ground for impeaching the document is her want of understanding.	N			N				P	A		Negation 	1	N	
305	  added: This new campaign therefore draws employers attention to their responsibility for assessing the potential problems, avoiding them where possible and making the workforce aware of how to approach manual handling tasks.	N			N		B		P	A			1	N	
306	 I don't think Laura is aware of racial prejudice yet, says John, although she may come across it in the future.	N			N				P				1	N	
308	 The two chief Polish tablatures, that of Ioannis de Lyublyn (Jan z Lublina) (1540) and that from the Monastery of the Holy Ghost at Cracow  1548), are scarcely more aware of German song.	N			N				P		B		1	N	
309	 Many of you will be aware of the launch of the Brecon Beacons National Park Society a few weeks ago and are perhaps wondering what effect this will have on the activities of CPRW and this branch in particular.	N		B	N				P		B	B?	1	N	
312	 He is the romantic ju, juvenile, and very aware of it.	N			N				P				1	N	
314	 Should the rabbit  even the front rabbit  already be dead, there is no problem, but at this stage you are not aware of that so you cannot afford to take any chances.	N			N				P				1	N	
315	 Man is becoming aware of the limits of the earth.	N			N		B		P		B		1	N	
316	 It had apparently been made aware of plans to alert green consumers to the slaughter of dolphins by Starkis  one of its subsidiaries.	N			N				P				1	N	
317	 The third of the examples above suggests that the poem is being subtle (whereas in fact it is the author  though again, this is arguably a matter of unknowable intention); use of such personification involves a minor lapse in logic which you should be aware of, even if you decide that the final effect is worth it.	N		B	N				P		B		1	N	
318	 He also had the assistance of his rivals, for at the next bend the French jockey Jean Daumas, well aware of the difficulties Winter was in, pushed his mount Taillefer up on Mandarin's outside, and his presence helped keep the British-trained horse on course.	N			N		B		P	A			1	N	
319	 The primary object of family counselling is to help negotiate new, mutually acceptable and agreed expectations, with each party being aware of what is expected of them, and how much they can reasonably expect from others.	N		B	N		B		P	A	B		1	N	
320	 Deep down he was aware of this fact, and it hurt.	N			N				P				1	N	
321	 We share the developer's concern and are aware of the problems of access onto the Enterprise Zone.	N			N				P				1	N	
325	 We are obviously aware of the need for capital expenditure but fortunately we have got through the big capital programme in advance before the, the current  which the treasurer may wish to comment on of the county's overall capital programme, of which er of course there are, there is competition from other committees.	N			N		B		P		B		1	N	
327	 They were only too aware of complaints from some seaside resorts about the descent of hoi polloi on them at bank holidays.	N			N				P				1	N	
328	 In other words, the type of critical and political self-analysis which New Historicists claim to be aware of is insufficiently foregrounded when reading a Renaissance text.	N			N				P				1	N	
330	This has forced it to become very aware of LMS Think and to adopt certain key strategies quickly, as in other smaller schools, margins for savings and efficiencies are relatively small.	N			N		B		P	A	B		1	N	
331	 Parents and carers who are being less than co-operative in the course of an investigation should be made aware of this.	N			N				P				1	N	
332	 Most people in Islington, councillors included, were unlikely to have read The Fish Report or to be aware of the arguments put forward in it.	N			N				P			Negation 	1	N	
333	 Further, all of us should be aware of the new regime and how it benefits us.	N		B	N		B		P		B		1	N	
335	 Looking like you just stepped out of a fashion magazine is not essential, but being dressed in tune with current trends is as important as being aware of current events.	N		B	N	A			P		B		1	N	
